"variablename","producttype","release_year","profile","category","_order","base","unittype","notinprofile","infltnfctr10to16"
"EmPvHIns","ACS","2013-2017","Economic","Health Insurance Coverage",,"CvLFEm","basic","NA",
"EmPbHIns","ACS","2013-2017","Economic","Health Insurance Coverage",,"CvLFEm","basic","NA",
"EmNHIns","ACS","2013-2017","Economic","Health Insurance Coverage",,"CvLFEm","basic","NA",
"UEm","ACS","2013-2017","Economic","Health Insurance Coverage",,"UEm","basic","NA",
"UEmHIns","ACS","2013-2017","Economic","Health Insurance Coverage",,"UEm","basic","NA",
"UEmPvHIns","ACS","2013-2017","Economic","Health Insurance Coverage",,"UEm","basic","NA",
"UEmPbHIns","ACS","2013-2017","Economic","Health Insurance Coverage",,"UEm","basic","NA",
"UEmNHIns","ACS","2013-2017","Economic","Health Insurance Coverage",,"UEm","basic","NA",
"NLF2","ACS","2013-2017","Economic","Health Insurance Coverage",,"NLF2","basic","NA",
"NLFHIns","ACS","2013-2017","Economic","Health Insurance Coverage",,"NLF2","basic","NA",
"NLFPvHIns","ACS","2013-2017","Economic","Health Insurance Coverage",,"NLF2","basic","NA",
"NLFPbHIns","ACS","2013-2017","Economic","Health Insurance Coverage",,"NLF2","basic","NA",
"NLFNHIns","ACS","2013-2017","Economic","Health Insurance Coverage",,"NLF2","basic","NA",
"FamPvU","ACS","2006-2010, 2013-2017","Economic","Income in Past 12 Months is Below the Poverty Level",,"FamPvU","basic","NA",
"FamBwPv","ACS","2006-2010, 2013-2017","Economic","Income in Past 12 Months is Below the Poverty Level",,"FamPvU","basic","NA",
"PopPvU1","ACS","2006-2010, 2013-2017","Economic","Income in Past 12 Months is Below the Poverty Level",,"PopPvU1","basic","NA",
"PBwPv","ACS","2006-2010, 2013-2017","Economic","Income in Past 12 Months is Below the Poverty Level",,"PopPvU1","basic","NA",
"PU18PvU","ACS","2006-2010, 2013-2017","Economic","Income in Past 12 Months is Below the Poverty Level",,"PU18PvU","basic","NA",
"PU18BwPv","ACS","2006-2010, 2013-2017","Economic","Income in Past 12 Months is Below the Poverty Level",,"PU18PvU","basic","NA",
"P65plPvU","ACS","2006-2010, 2013-2017","Economic","Income in Past 12 Months is Below the Poverty Level",,"P65plPvU","basic","NA",
"P65plBwPv","ACS","2006-2010, 2013-2017","Economic","Income in Past 12 Months is Below the Poverty Level",,"P65plPvU","basic","NA",
"PopPvU2","ACS","2006-2010, 2013-2017","Economic","Ratio of Income to Poverty Level",,"PopPvU2","basic","NA",
"PvU50","ACS","2006-2010, 2013-2017","Economic","Ratio of Income to Poverty Level",,"PopPvU2","basic","NA",
"Pv50t74","ACS","2006-2010, 2013-2017","Economic","Ratio of Income to Poverty Level",,"PopPvU2","basic","NA",
"Pv75t99","ACS","2006-2010, 2013-2017","Economic","Ratio of Income to Poverty Level",,"PopPvU2","basic","NA",
"Pv100t124","ACS","2006-2010, 2013-2017","Economic","Ratio of Income to Poverty Level",,"PopPvU2","basic","NA",
"Pv125t149","ACS","2006-2010, 2013-2017","Economic","Ratio of Income to Poverty Level",,"PopPvU2","basic","NA",
"Pv150t174","ACS","2006-2010, 2013-2017","Economic","Ratio of Income to Poverty Level",,"PopPvU2","basic","NA",
"Pv175t184","ACS","2006-2010, 2013-2017","Economic","Ratio of Income to Poverty Level",,"PopPvU2","basic","NA",
"Pv185t199","ACS","2006-2010, 2013-2017","Economic","Ratio of Income to Poverty Level",,"PopPvU2","basic","NA",
"Pv200t299","ACS","2006-2010, 2013-2017","Economic","Ratio of Income to Poverty Level",,"PopPvU2","basic","NA",
"Pv300t399","ACS","2006-2010, 2013-2017","Economic","Ratio of Income to Poverty Level",,"PopPvU2","basic","NA",
"Pv400t499","ACS","2006-2010, 2013-2017","Economic","Ratio of Income to Poverty Level",,"PopPvU2","basic","NA",
"Pv500pl","ACS","2006-2010, 2013-2017","Economic","Ratio of Income to Poverty Level",,"PopPvU2","basic","NA",
"AgTTm","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MnTrvTm","basic","not in profile",
"WrkrNotHm","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MnTrvTm","basic","not in profile",
"AgHHInc","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MnHHInc","basic","not in profile",
"HH5","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MnHHInc","basic","not in profile",
"Pop_6","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"PerCapInc","basic","not in profile",
"AgIP15pl","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"PerCapInc","basic","not in profile",
"mdHH","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdHHInc","basic","not in profile",
"mdHHIU10","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdHHInc","basic","not in profile",
"mdHHI10t14","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdHHInc","basic","not in profile",
"mdHHI15t19","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdHHInc","basic","not in profile",
"mdHHI20t24","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdHHInc","basic","not in profile",
"mdHHI25t29","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdHHInc","basic","not in profile",
"mdHHI30t34","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdHHInc","basic","not in profile",
"mdHHI35t39","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdHHInc","basic","not in profile",
"mdHHI40t44","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdHHInc","basic","not in profile",
"mdHHI45t49","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdHHInc","basic","not in profile",
"mdHHI50t59","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdHHInc","basic","not in profile",
"mdHHI60t74","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdHHInc","basic","not in profile",
"mdHHI75t99","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdHHInc","basic","not in profile",
"mdHI100t124","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdHHInc","basic","not in profile",
"mdHI125t149","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdHHInc","basic","not in profile",
"mdHI150t199","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdHHInc","basic","not in profile",
"mdHHI200pl","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdHHInc","basic","not in profile",
"mdFam","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdFamInc","basic","not in profile",
"mdFamIU10","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdFamInc","basic","not in profile",
"mdFamI10t14","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdFamInc","basic","not in profile",
"mdFamI15t19","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdFamInc","basic","not in profile",
"mdFamI20t24","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdFamInc","basic","not in profile",
"mdFamI25t29","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdFamInc","basic","not in profile",
"mdFamI30t34","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdFamInc","basic","not in profile",
"mdFamI35t39","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdFamInc","basic","not in profile",
"mdFamI40t44","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdFamInc","basic","not in profile",
"mdFamI45t49","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdFamInc","basic","not in profile",
"mdFamI50t59","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdFamInc","basic","not in profile",
"mdFamI60t74","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdFamInc","basic","not in profile",
"mdFamI75t99","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdFamInc","basic","not in profile",
"mdFI100t124","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdFamInc","basic","not in profile",
"mdFI125t149","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdFamInc","basic","not in profile",
"mdFI150t199","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdFamInc","basic","not in profile",
"mdFamI200pl","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdFamInc","basic","not in profile",
"NFam","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdNFInc","basic","not in profile",
"NFmIU10","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdNFInc","basic","not in profile",
"NFmI10t14","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdNFInc","basic","not in profile",
"NFmI15t19","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdNFInc","basic","not in profile",
"NFmI20t24","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdNFInc","basic","not in profile",
"NFmI25t29","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdNFInc","basic","not in profile",
"NFmI30t34","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdNFInc","basic","not in profile",
"NFmI35t39","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdNFInc","basic","not in profile",
"NFmI40t44","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdNFInc","basic","not in profile",
"NFmI45t49","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdNFInc","basic","not in profile",
"NFmI50t59","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdNFInc","basic","not in profile",
"NFmI60t74","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdNFInc","basic","not in profile",
"NFmI75t99","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdNFInc","basic","not in profile",
"NF100t124","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdNFInc","basic","not in profile",
"NF125t149","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdNFInc","basic","not in profile",
"NF150t199","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdNFInc","basic","not in profile",
"NFI200pl","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdNFInc","basic","not in profile",
"WrkE16pl","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"ErnU2pt5k","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"Ern2pt5t5","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"Ern5t7pt5","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"E7pt5t10","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"E10t12pt5","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"E12pt5t15","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"E15t17pt5","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"E17pt5t20","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"E20t22pt5","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"E22pt5t25","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"Ern25t30","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"Ern30t35","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"Ern35t40","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"Ern40t45","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"Ern45t50","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"Ern50t55","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"Ern55t65","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"Ern65t75","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"Ern75t100","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"Ern100pl","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEWrk","basic","not in profile",
"MWrkErn","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"MFTU2pt5k","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"MFT2p5t5","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"MFT5t7p5","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"MFT7p5t10","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"MF10t12p5","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"MF12p5t15","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"MF15t17p5","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"MF17p5t20","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"MF20t22p5","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"MF22p5t25","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"MFT25t30","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"MFT30t35","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"MFT35t40","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"MFT40t45","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"MFT45t50","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"MFT50t55","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"MFT55t65","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"MFT65t75","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"MFT75t100","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"MFT100pl","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEMFTWrk","basic","not in profile",
"FWrkErn","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"FFTU2pt5k","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"FFT2p5t5","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"FFT5t7p5","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"FFT7p5t10","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"FF10t12p5","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"FF12p5t15","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"FF15t17p5","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"FF17p5t20","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"FF20t22p5","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"FF22p5t25","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"FFT25t30","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"FFT30t35","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"FFT35t40","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"FFT40t45","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"FFT45t50","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"FFT50t55","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"FFT55t65","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"FFT65t75","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"FFT75t100","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"FFT100pl","ACS","2006-2010, 2013-2017","Economic","Economic- Special Variable",,"MdEFFTWrk","basic","not in profile",
"HU1","ACS","2006-2010, 2013-2017","Housing","Housing Occupancy",,"HU1","basic","NA",
"OcHU1","ACS","2006-2010, 2013-2017","Housing","Housing Occupancy",,"HU1","basic","NA",
"VacHU","ACS","2006-2010, 2013-2017","Housing","Housing Occupancy",,"HU1","basic","NA",
"HOVacRt","ACS","2006-2010, 2013-2017","Housing","Housing Occupancy",,"rate","rate","NA",
"RntVacRt","ACS","2006-2010, 2013-2017","Housing","Housing Occupancy",,"rate","rate","NA",
"HU2","ACS","2006-2010, 2013-2017","Housing","Units in Structure",,"HU2","basic","NA",
"HU1uD","ACS","2006-2010, 2013-2017","Housing","Units in Structure",,"HU2","basic","NA",
"HU1uA","ACS","2006-2010, 2013-2017","Housing","Units in Structure",,"HU2","basic","NA",
"HU2u","ACS","2006-2010, 2013-2017","Housing","Units in Structure",,"HU2","basic","NA",
"HU3t4u","ACS","2006-2010, 2013-2017","Housing","Units in Structure",,"HU2","basic","NA",
"HU5t9u","ACS","2006-2010, 2013-2017","Housing","Units in Structure",,"HU2","basic","NA",
"HU10t19u","ACS","2006-2010, 2013-2017","Housing","Units in Structure",,"HU2","basic","NA",
"HU20plu","ACS","2006-2010, 2013-2017","Housing","Units in Structure",,"HU2","basic","NA",
"MobHm","ACS","2006-2010, 2013-2017","Housing","Units in Structure",,"HU2","basic","NA",
"BtRVVEtc","ACS","2006-2010, 2013-2017","Housing","Units in Structure",,"HU2","basic","NA",
"HU3","ACS","2013-2017","Housing","Year Structure Built",,"HU3","basic","NA",
"Blt10Ltr","ACS","2013-2017","Housing","Year Structure Built",,"HU3","basic","NA",
"Blt00t09","ACS","2013-2017","Housing","Year Structure Built",,"HU3","basic","NA",
"Blt90t99","ACS","2013-2017","Housing","Year Structure Built",,"HU3","basic","NA",
"Blt80t89","ACS","2013-2017","Housing","Year Structure Built",,"HU3","basic","NA",
"Blt70t79","ACS","2013-2017","Housing","Year Structure Built",,"HU3","basic","NA",
"Blt60t69","ACS","2013-2017","Housing","Year Structure Built",,"HU3","basic","NA",
"Blt50t59","ACS","2013-2017","Housing","Year Structure Built",,"HU3","basic","NA",
"Blt40t49","ACS","2013-2017","Housing","Year Structure Built",,"HU3","basic","NA",
"BltBf39","ACS","2013-2017","Housing","Year Structure Built",,"HU3","basic","NA",
"HU4","ACS","2006-2010, 2013-2017","Housing","Rooms",,"HU4","basic","NA",
"Rms1","ACS","2006-2010, 2013-2017","Housing","Rooms",,"HU4","basic","NA",
"Rms2","ACS","2006-2010, 2013-2017","Housing","Rooms",,"HU4","basic","NA",
"Rms3","ACS","2006-2010, 2013-2017","Housing","Rooms",,"HU4","basic","NA",
"Rms4","ACS","2006-2010, 2013-2017","Housing","Rooms",,"HU4","basic","NA",
"Rms5","ACS","2006-2010, 2013-2017","Housing","Rooms",,"HU4","basic","NA",
"Rms6","ACS","2006-2010, 2013-2017","Housing","Rooms",,"HU4","basic","NA",
"Rms7","ACS","2006-2010, 2013-2017","Housing","Rooms",,"HU4","basic","NA",
"Rms8","ACS","2006-2010, 2013-2017","Housing","Rooms",,"HU4","basic","NA",
"Rms9pl","ACS","2006-2010, 2013-2017","Housing","Rooms",,"HU4","basic","NA",
"MdRms","ACS","2006-2010, 2013-2017","Housing","Rooms",,"median","median","NA",
"OcHU2","ACS","2006-2010, 2013-2017","Housing","Housing Tenure",,"OcHU2","basic","NA",
"OOcHU1","ACS","2006-2010, 2013-2017","Housing","Housing Tenure",,"OcHU2","basic","NA",
"ROcHU1","ACS","2006-2010, 2013-2017","Housing","Housing Tenure",,"OcHU2","basic","NA",
"AvgHHSOOc","ACS","2006-2010, 2013-2017","Housing","Housing Tenure",,"mean","mean","NA",
"AvgHHSROc","ACS","2006-2010, 2013-2017","Housing","Housing Tenure",,"mean","mean","NA",
"OcHU3","ACS","2013-2017","Housing","Year Householder Moved Into Unit",,"OcHU3","basic","NA",
"Mv10Ltr","ACS","2013-2017","Housing","Year Householder Moved Into Unit",,"OcHU3","basic","NA",
"Mv00t09","ACS","2013-2017","Housing","Year Householder Moved Into Unit",,"OcHU3","basic","NA",
"Mv90t99","ACS","2013-2017","Housing","Year Householder Moved Into Unit",,"OcHU3","basic","NA",
"MvBf89","ACS","2013-2017","Housing","Year Householder Moved Into Unit",,"OcHU3","basic","NA",
"OcHU4","ACS","2006-2010, 2013-2017","Housing","Vehicles Available",,"OcHU4","basic","NA",
"NoVhclAv","ACS","2006-2010, 2013-2017","Housing","Vehicles Available",,"OcHU4","basic","NA",
"Vhcl1Av","ACS","2006-2010, 2013-2017","Housing","Vehicles Available",,"OcHU4","basic","NA",
"Vhcl2Av","ACS","2006-2010, 2013-2017","Housing","Vehicles Available",,"OcHU4","basic","NA",
"Vhcl3plAv","ACS","2006-2010, 2013-2017","Housing","Vehicles Available",,"OcHU4","basic","NA",
"OcHU5","ACS","2006-2010, 2013-2017","Housing","Occupants Per Room",,"OcHU5","basic","NA",
"OcPR0t1","ACS","2006-2010, 2013-2017","Housing","Occupants Per Room",,"OcHU5","basic","NA",
"OcPR1pl","ACS","2006-2010, 2013-2017","Housing","Occupants Per Room",,"OcHU5","basic","NA",
"OcPR1p5pl","ACS","2006-2010, 2013-2017","Housing","Occupants Per Room",,"OcHU5","basic","NA",
"OOcHU2","ACS","2006-2010, 2013-2017","Housing","Value",,"OOcHU2","basic","NA",
"VlU50","ACS","2013-2017","Housing","Value",,"OOcHU2","basic","NA",
"Vl50t99","ACS","2013-2017","Housing","Value",,"OOcHU2","basic","NA",
"Vl100t149","ACS","2013-2017","Housing","Value",,"OOcHU2","basic","NA",
"Vl150t199","ACS","2013-2017","Housing","Value",,"OOcHU2","basic","NA",
"Vl200t299","ACS","2013-2017","Housing","Value",,"OOcHU2","basic","NA",
"Vl300t499","ACS","2013-2017","Housing","Value",,"OOcHU2","basic","NA",
"Vl500t999","ACS","2013-2017","Housing","Value",,"OOcHU2","basic","NA",
"Vl1milpl","ACS","2013-2017","Housing","Value",,"OOcHU2","basic","NA",
"MdVl","ACS","2006-2010, 2013-2017","Housing","Value",,"median","median","NA",
"OOcHU3","ACS","2006-2010, 2013-2017","Housing","Mortgage Status",,"OOcHU3","basic","NA",
"HUwMrtg","ACS","2006-2010, 2013-2017","Housing","Mortgage Status",,"OOcHU3","basic","NA",
"HUnoMrtg1","ACS","2006-2010, 2013-2017","Housing","Mortgage Status",,"OOcHU3","basic","NA",
"HUwMrtgEx","ACS","2006-2010, 2013-2017","Housing","Selected Monthly Owner Costs as a Percentage of Household Income (SMOCAPI)",,"HUwMrtgEx","basic","NA",
"SMPU20","ACS","2006-2010, 2013-2017","Housing","Selected Monthly Owner Costs as a Percentage of Household Income (SMOCAPI)",,"HUwMrtgEx","basic","NA",
"SMP20t24","ACS","2006-2010, 2013-2017","Housing","Selected Monthly Owner Costs as a Percentage of Household Income (SMOCAPI)",,"HUwMrtgEx","basic","NA",
"SMP25t29","ACS","2006-2010, 2013-2017","Housing","Selected Monthly Owner Costs as a Percentage of Household Income (SMOCAPI)",,"HUwMrtgEx","basic","NA",
"SMP30t34","ACS","2006-2010, 2013-2017","Housing","Selected Monthly Owner Costs as a Percentage of Household Income (SMOCAPI)",,"HUwMrtgEx","basic","NA",
"SMP35pl","ACS","2006-2010, 2013-2017","Housing","Selected Monthly Owner Costs as a Percentage of Household Income (SMOCAPI)",,"HUwMrtgEx","basic","NA",
"SMPNtC","ACS","2006-2010, 2013-2017","Housing","Selected Monthly Owner Costs as a Percentage of Household Income (SMOCAPI)",,"NA","basic","NA",
"HUnoMrtg2","ACS","2006-2010, 2013-2017","Housing","Selected Monthly Owner Costs as a Percentage of Household Income (SMOCAPI)",,"HUnoMrtg2","basic","NA",
"NMSMPU10","ACS","2006-2010, 2013-2017","Housing","Selected Monthly Owner Costs as a Percentage of Household Income (SMOCAPI)",,"HUnoMrtg2","basic","NA",
"NMSMP1014","ACS","2006-2010, 2013-2017","Housing","Selected Monthly Owner Costs as a Percentage of Household Income (SMOCAPI)",,"HUnoMrtg2","basic","NA",
"NMSMP1519","ACS","2006-2010, 2013-2017","Housing","Selected Monthly Owner Costs as a Percentage of Household Income (SMOCAPI)",,"HUnoMrtg2","basic","NA",
"NMSMP2024","ACS","2006-2010, 2013-2017","Housing","Selected Monthly Owner Costs as a Percentage of Household Income (SMOCAPI)",,"HUnoMrtg2","basic","NA",
"NMSMP2529","ACS","2006-2010, 2013-2017","Housing","Selected Monthly Owner Costs as a Percentage of Household Income (SMOCAPI)",,"HUnoMrtg2","basic","NA",
"NMSMP3034","ACS","2006-2010, 2013-2017","Housing","Selected Monthly Owner Costs as a Percentage of Household Income (SMOCAPI)",,"HUnoMrtg2","basic","NA",
"NMSMP35pl","ACS","2006-2010, 2013-2017","Housing","Selected Monthly Owner Costs as a Percentage of Household Income (SMOCAPI)",,"HUnoMrtg2","basic","NA",
"NMSMPNtC","ACS","2006-2010, 2013-2017","Housing","Selected Monthly Owner Costs as a Percentage of Household Income (SMOCAPI)",,"NA","basic","NA",
"OcHUPRnt1","ACS","2006-2010, 2013-2017","Housing","Gross Rent",,"OcHUPRnt1","basic","NA",
"GRU500","ACS","2013-2017","Housing","Gross Rent",,"OcHUPRnt1","basic","NA",
"GR500t999","ACS","2013-2017","Housing","Gross Rent",,"OcHUPRnt1","basic","NA",
"GR1kt14k","ACS","2013-2017","Housing","Gross Rent",,"OcHUPRnt1","basic","NA",
"GR15kt19k","ACS","2013-2017","Housing","Gross Rent",,"OcHUPRnt1","basic","NA",
"GR20kt24k","ACS","2013-2017","Housing","Gross Rent",,"OcHUPRnt1","basic","NA",
"GR25kt29k","ACS","2013-2017","Housing","Gross Rent",,"OcHUPRnt1","basic","NA",
"GR3kpl","ACS","2013-2017","Housing","Gross Rent",,"OcHUPRnt1","basic","NA",
